week_index,week_label,week_start_2019_20,diagnosis,season,n,asr
56,23 Feb-1 Mar/29 Feb,2020-09-20,Abnormalities of breathing,2018-19,454.0,11.12
56,23 Feb-1 Mar/29 Feb,2020-09-20,Abnormalities of breathing,2019-20,431.0,10.46
56,23 Feb-1 Mar/29 Feb,2020-09-20,COPD with acute exacerbation,2017-18,35.0,0.8
56,23 Feb-1 Mar/29 Feb,2020-09-20,COPD with acute exacerbation,2018-19,52.0,1.12
56,23 Feb-1 Mar/29 Feb,2020-09-20,COPD with acute exacerbation,2019-20,72.0,1.56
59,Week,2020-10-11,Diseases of the respiratory system,2017-18,,
59,Week,2020-10-11,Diseases of the respiratory system,2018-19,,
59,Week,2020-10-11,Diseases of the respiratory system,2019-20,,
59,Week,2020-10-11,Asthma,2017-18,,
59,Week,2020-10-11,Asthma,2018-19,,
59,Week,2020-10-11,Asthma,2019-20,,
59,Week,2020-10-11,Cardiovascular diseases,2017-18,,
59,Week,2020-10-11,Cardiovascular diseases,2018-19,,
59,Week,2020-10-11,Cardiovascular diseases,2019-20,,
59,Week,2020-10-11,Acute myocardial infarction,2017-18,,
59,Week,2020-10-11,Acute myocardial infarction,2018-19,,
59,Week,2020-10-11,Acute myocardial infarction,2019-20,,
59,Week,2020-10-11,Cerebrovascular diseases,2017-18(x),,
59,Week,2020-10-11,Cerebrovascular diseases,2018-19,,
59,Week,2020-10-11,Cerebrovascular diseases,2019-20,,
59,Week,2020-10-11,Mental and behavioural disorders,2017-18,,
59,Week,2020-10-11,Mental and behavioural disorders,2018-19,,
59,Week,2020-10-11,Mental and behavioural disorders,2019-20,,
59,Week,2020-10-11,Dehydration,2017-18,,
59,Week,2020-10-11,Dehydration,2018-19,,
59,Week,2020-10-11,Dehydration,2019-20,,
59,Week,2020-10-11,Chest pain,2017-18,,
59,Week,2020-10-11,Chest pain,2018-19,,
59,Week,2020-10-11,Chest pain,2019-20,,
59,Week,2020-10-11,Abnormalities of breathing,2017-18,,
59,Week,2020-10-11,Abnormalities of breathing,2018-19,,
59,Week,2020-10-11,Abnormalities of breathing,2019-20,,
59,Week,2020-10-11,COPD with acute exacerbation,2017-18,,
59,Week,2020-10-11,COPD with acute exacerbation,2018-19,,
59,Week,2020-10-11,COPD with acute exacerbation,2019-20,,
61,1-7 September,2020-10-25,Diseases of the respiratory system,2017-18,3378.0,81.66
61,1-7 September,2020-10-25,Diseases of the respiratory system,2018-19,2503.0,60.7
61,1-7 September,2020-10-25,Diseases of the respiratory system,2019-20,2813.0,67.74
61,1-7 September,2020-10-25,Asthma,2017-18,274.0,6.9
61,1-7 September,2020-10-25,Asthma,2018-19,289.0,7.33
61,1-7 September,2020-10-25,Asthma,2019-20,304.0,7.59
61,1-7 September,2020-10-25,Cardiovascular diseases,2017-18,810.0,16.02
61,1-7 September,2020-10-25,Cardiovascular diseases,2018-19,660.0,12.99
61,1-7 September,2020-10-25,Cardiovascular diseases,2019-20,665.0,12.81
61,1-7 September,2020-10-25,Acute myocardial infarction,2017-18,77.0,1.47
61,1-7 September,2020-10-25,Acute myocardial infarction,2018-19,80.0,1.5
61,1-7 September,2020-10-25,Acute myocardial infarction,2019-20,96.0,1.78
61,1-7 September,2020-10-25,Cerebrovascular diseases,2017-18(x),67.0,1.32
61,1-7 September,2020-10-25,Cerebrovascular diseases,2018-19,127.0,2.51
61,1-7 September,2020-10-25,Cerebrovascular diseases,2019-20,123.0,2.26
61,1-7 September,2020-10-25,Mental and behavioural disorders,2017-18,804.0,20.62
61,1-7 September,2020-10-25,Mental and behavioural disorders,2018-19,848.0,21.39
61,1-7 September,2020-10-25,Mental and behavioural disorders,2019-20,866.0,21.71
61,1-7 September,2020-10-25,Dehydration,2017-18,80.0,1.81
61,1-7 September,2020-10-25,Dehydration,2018-19,61.0,1.42
61,1-7 September,2020-10-25,Dehydration,2019-20,74.0,1.65
61,1-7 September,2020-10-25,Chest pain,2017-18,1096.0,25.69
61,1-7 September,2020-10-25,Chest pain,2018-19,1167.0,26.67
61,1-7 September,2020-10-25,Chest pain,2019-20,1150.0,26.09
61,1-7 September,2020-10-25,Abnormalities of breathing,2017-18,347.0,7.58
61,1-7 September,2020-10-25,Abnormalities of breathing,2018-19,338.0,7.59
61,1-7 September,2020-10-25,Abnormalities of breathing,2019-20,386.0,8.43
61,1-7 September,2020-10-25,COPD with acute exacerbation,2017-18,86.0,1.7
61,1-7 September,2020-10-25,COPD with acute exacerbation,2018-19,78.0,1.49
61,1-7 September,2020-10-25,COPD with acute exacerbation,2019-20,105.0,2.04
62,8-14 September,2020-11-01,Diseases of the respiratory system,2017-18,3292.0,79.58
62,8-14 September,2020-11-01,Diseases of the respiratory system,2018-19,2501.0,60.76
62,8-14 September,2020-11-01,Diseases of the respiratory system,2019-20,2613.0,62.93
62,8-14 September,2020-11-01,Asthma,2017-18,330.0,8.38
62,8-14 September,2020-11-01,Asthma,2018-19,273.0,6.94
62,8-14 September,2020-11-01,Asthma,2019-20,268.0,6.86
62,8-14 September,2020-11-01,Cardiovascular diseases,2017-18,828.0,16.38
62,8-14 September,2020-11-01,Cardiovascular diseases,2018-19,670.0,13.2
62,8-14 September,2020-11-01,Cardiovascular diseases,2019-20,708.0,13.48
62,8-14 September,2020-11-01,Acute myocardial infarction,2017-18,78.0,1.5
62,8-14 September,2020-11-01,Acute myocardial infarction,2018-19,88.0,1.69
62,8-14 September,2020-11-01,Acute myocardial infarction,2019-20,80.0,1.43
62,8-14 September,2020-11-01,Cerebrovascular diseases,2017-18(x),51.0,0.97
62,8-14 September,2020-11-01,Cerebrovascular diseases,2018-19,129.0,2.41
62,8-14 September,2020-11-01,Cerebrovascular diseases,2019-20,125.0,2.28
62,8-14 September,2020-11-01,Mental and behavioural disorders,2017-18,731.0,18.72
62,8-14 September,2020-11-01,Mental and behavioural disorders,2018-19,920.0,23.39
62,8-14 September,2020-11-01,Mental and behavioural disorders,2019-20,843.0,21.16
62,8-14 September,2020-11-01,Dehydration,2017-18,95.0,2.19
62,8-14 September,2020-11-01,Dehydration,2018-19,56.0,1.2
62,8-14 September,2020-11-01,Dehydration,2019-20,67.0,1.47
62,8-14 September,2020-11-01,Chest pain,2017-18,1076.0,24.92
62,8-14 September,2020-11-01,Chest pain,2018-19,1192.0,27.41
62,8-14 September,2020-11-01,Chest pain,2019-20,1160.0,26.13
62,8-14 September,2020-11-01,Abnormalities of breathing,2017-18,339.0,7.45
62,8-14 September,2020-11-01,Abnormalities of breathing,2018-19,351.0,7.82
62,8-14 September,2020-11-01,Abnormalities of breathing,2019-20,373.0,8.1
62,8-14 September,2020-11-01,COPD with acute exacerbation,2017-18,77.0,1.6
62,8-14 September,2020-11-01,COPD with acute exacerbation,2018-19,90.0,1.73
62,8-14 September,2020-11-01,COPD with acute exacerbation,2019-20,101.0,1.93
63,15-21 September,2020-11-08,Diseases of the respiratory system,2017-18,3089.0,74.94
63,15-21 September,2020-11-08,Diseases of the respiratory system,2018-19,2315.0,56.41
63,15-21 September,2020-11-08,Diseases of the respiratory system,2019-20,2532.0,61.11
63,15-21 September,2020-11-08,Asthma,2017-18,275.0,6.86
63,15-21 September,2020-11-08,Asthma,2018-19,231.0,5.79
63,15-21 September,2020-11-08,Asthma,2019-20,273.0,6.85
63,15-21 September,2020-11-08,Cardiovascular diseases,2017-18,794.0,15.63
63,15-21 September,2020-11-08,Cardiovascular diseases,2018-19,685.0,13.42
63,15-21 September,2020-11-08,Cardiovascular diseases,2019-20,690.0,13.18
63,15-21 September,2020-11-08,Acute myocardial infarction,2017-18,75.0,1.46
63,15-21 September,2020-11-08,Acute myocardial infarction,2018-19,82.0,1.53
63,15-21 September,2020-11-08,Acute myocardial infarction,2019-20,98.0,1.86
63,15-21 September,2020-11-08,Cerebrovascular diseases,2017-18(x),65.0,1.23
63,15-21 September,2020-11-08,Cerebrovascular diseases,2018-19,142.0,2.7
63,15-21 September,2020-11-08,Cerebrovascular diseases,2019-20,145.0,2.72
63,15-21 September,2020-11-08,Mental and behavioural disorders,2017-18,748.0,19.22
63,15-21 September,2020-11-08,Mental and behavioural disorders,2018-19,903.0,22.95
63,15-21 September,2020-11-08,Mental and behavioural disorders,2019-20,877.0,21.9
63,15-21 September,2020-11-08,Dehydration,2017-18,96.0,2.04
63,15-21 September,2020-11-08,Dehydration,2018-19,63.0,1.41
63,15-21 September,2020-11-08,Dehydration,2019-20,67.0,1.57
63,15-21 September,2020-11-08,Chest pain,2017-18,1030.0,24.29
63,15-21 September,2020-11-08,Chest pain,2018-19,1105.0,25.71
63,15-21 September,2020-11-08,Chest pain,2019-20,1259.0,28.78
63,15-21 September,2020-11-08,Abnormalities of breathing,2017-18,318.0,7.08
63,15-21 September,2020-11-08,Abnormalities of breathing,2018-19,347.0,7.59
63,15-21 September,2020-11-08,Abnormalities of breathing,2019-20,345.0,7.69
63,15-21 September,2020-11-08,COPD with acute exacerbation,2017-18,74.0,1.51
63,15-21 September,2020-11-08,COPD with acute exacerbation,2018-19,96.0,1.9
63,15-21 September,2020-11-08,COPD with acute exacerbation,2019-20,96.0,1.79
64,22-28 September,2020-11-15,Diseases of the respiratory system,2017-18,2928.0,70.87
64,22-28 September,2020-11-15,Diseases of the respiratory system,2018-19,2279.0,55.61
64,22-28 September,2020-11-15,Diseases of the respiratory system,2019-20,2443.0,58.77
64,22-28 September,2020-11-15,Asthma,2017-18,253.0,6.42
64,22-28 September,2020-11-15,Asthma,2018-19,217.0,5.52
64,22-28 September,2020-11-15,Asthma,2019-20,286.0,7.13
64,22-28 September,2020-11-15,Cardiovascular diseases,2017-18,733.0,14.75
64,22-28 September,2020-11-15,Cardiovascular diseases,2018-19,676.0,13.31
64,22-28 September,2020-11-15,Cardiovascular diseases,2019-20,681.0,13.18
64,22-28 September,2020-11-15,Acute myocardial infarction,2017-18,64.0,1.22
64,22-28 September,2020-11-15,Acute myocardial infarction,2018-19,75.0,1.41
64,22-28 September,2020-11-15,Acute myocardial infarction,2019-20,75.0,1.37
64,22-28 September,2020-11-15,Cerebrovascular diseases,2017-18(x),52.0,0.99
64,22-28 September,2020-11-15,Cerebrovascular diseases,2018-19,143.0,2.69
64,22-28 September,2020-11-15,Cerebrovascular diseases,2019-20,153.0,2.9
64,22-28 September,2020-11-15,Mental and behavioural disorders,2017-18,825.0,20.71
64,22-28 September,2020-11-15,Mental and behavioural disorders,2018-19,852.0,21.57
64,22-28 September,2020-11-15,Mental and behavioural disorders,2019-20,897.0,22.57
64,22-28 September,2020-11-15,Dehydration,2017-18,105.0,2.33
64,22-28 September,2020-11-15,Dehydration,2018-19,61.0,1.39
64,22-28 September,2020-11-15,Dehydration,2019-20,69.0,1.6
64,22-28 September,2020-11-15,Chest pain,2017-18,984.0,23.08
64,22-28 September,2020-11-15,Chest pain,2018-19,1081.0,25.15
64,22-28 September,2020-11-15,Chest pain,2019-20,1236.0,28.0
64,22-28 September,2020-11-15,Abnormalities of breathing,2017-18,347.0,7.9
64,22-28 September,2020-11-15,Abnormalities of breathing,2018-19,350.0,7.91
64,22-28 September,2020-11-15,Abnormalities of breathing,2019-20,346.0,7.79
64,22-28 September,2020-11-15,COPD with acute exacerbation,2017-18,68.0,1.4
64,22-28 September,2020-11-15,COPD with acute exacerbation,2018-19,102.0,1.97
64,22-28 September,2020-11-15,COPD with acute exacerbation,2019-20,86.0,1.67
65,29 September-5 October,2020-11-22,Diseases of the respiratory system,2017-18,2602.0,63.39
65,29 September-5 October,2020-11-22,Diseases of the respiratory system,2018-19,2443.0,59.83
65,29 September-5 October,2020-11-22,Diseases of the respiratory system,2019-20,2419.0,58.26
65,29 September-5 October,2020-11-22,Asthma,2017-18,245.0,6.17
65,29 September-5 October,2020-11-22,Asthma,2018-19,291.0,7.56
65,29 September-5 October,2020-11-22,Asthma,2019-20,258.0,6.55
65,29 September-5 October,2020-11-22,Cardiovascular diseases,2017-18,651.0,12.95
65,29 September-5 October,2020-11-22,Cardiovascular diseases,2018-19,656.0,12.75
65,29 September-5 October,2020-11-22,Cardiovascular diseases,2019-20,695.0,13.33
65,29 September-5 October,2020-11-22,Acute myocardial infarction,2017-18,62.0,1.23
65,29 September-5 October,2020-11-22,Acute myocardial infarction,2018-19,97.0,1.82
65,29 September-5 October,2020-11-22,Acute myocardial infarction,2019-20,87.0,1.61
65,29 September-5 October,2020-11-22,Cerebrovascular diseases,2017-18(x),76.0,1.51
65,29 September-5 October,2020-11-22,Cerebrovascular diseases,2018-19,116.0,2.21
65,29 September-5 October,2020-11-22,Cerebrovascular diseases,2019-20,145.0,2.73
65,29 September-5 October,2020-11-22,Mental and behavioural disorders,2017-18,770.0,19.4
65,29 September-5 October,2020-11-22,Mental and behavioural disorders,2018-19,804.0,20.04
65,29 September-5 October,2020-11-22,Mental and behavioural disorders,2019-20,776.0,19.14
65,29 September-5 October,2020-11-22,Dehydration,2017-18,86.0,1.89
65,29 September-5 October,2020-11-22,Dehydration,2018-19,66.0,1.47
65,29 September-5 October,2020-11-22,Dehydration,2019-20,61.0,1.37
65,29 September-5 October,2020-11-22,Chest pain,2017-18,1081.0,25.2
65,29 September-5 October,2020-11-22,Chest pain,2018-19,1101.0,25.18
65,29 September-5 October,2020-11-22,Chest pain,2019-20,1101.0,24.7
65,29 September-5 October,2020-11-22,Abnormalities of breathing,2017-18,298.0,6.61
65,29 September-5 October,2020-11-22,Abnormalities of breathing,2018-19,317.0,7.03
65,29 September-5 October,2020-11-22,Abnormalities of breathing,2019-20,348.0,7.86
65,29 September-5 October,2020-11-22,COPD with acute exacerbation,2017-18,66.0,1.33
65,29 September-5 October,2020-11-22,COPD with acute exacerbation,2018-19,78.0,1.53
65,29 September-5 October,2020-11-22,COPD with acute exacerbation,2019-20,92.0,1.71
66,6-12 October,2020-11-29,Diseases of the respiratory system,2017-18,2061.0,49.66
66,6-12 October,2020-11-29,Diseases of the respiratory system,2018-19,1976.0,47.14
66,6-12 October,2020-11-29,Diseases of the respiratory system,2019-20,2372.0,56.44
66,6-12 October,2020-11-29,Asthma,2017-18,184.0,4.61
66,6-12 October,2020-11-29,Asthma,2018-19,207.0,5.08
66,6-12 October,2020-11-29,Asthma,2019-20,217.0,5.32
66,6-12 October,2020-11-29,Cardiovascular diseases,2017-18,736.0,14.6
66,6-12 October,2020-11-29,Cardiovascular diseases,2018-19,691.0,13.38
66,6-12 October,2020-11-29,Cardiovascular diseases,2019-20,592.0,10.99
66,6-12 October,2020-11-29,Acute myocardial infarction,2017-18,63.0,1.19
66,6-12 October,2020-11-29,Acute myocardial infarction,2018-19,88.0,1.65
66,6-12 October,2020-11-29,Acute myocardial infarction,2019-20,73.0,1.33
66,6-12 October,2020-11-29,Cerebrovascular diseases,2017-18(x),46.0,0.92
66,6-12 October,2020-11-29,Cerebrovascular diseases,2018-19,147.0,2.79
66,6-12 October,2020-11-29,Cerebrovascular diseases,2019-20,115.0,2.15
66,6-12 October,2020-11-29,Mental and behavioural disorders,2017-18,830.0,21.31
66,6-12 October,2020-11-29,Mental and behavioural disorders,2018-19,847.0,21.08
66,6-12 October,2020-11-29,Mental and behavioural disorders,2019-20,879.0,21.65
66,6-12 October,2020-11-29,Dehydration,2017-18,67.0,1.49
66,6-12 October,2020-11-29,Dehydration,2018-19,49.0,1.11
66,6-12 October,2020-11-29,Dehydration,2019-20,92.0,2.0
66,6-12 October,2020-11-29,Chest pain,2017-18,1149.0,27.19
66,6-12 October,2020-11-29,Chest pain,2018-19,1214.0,27.98
66,6-12 October,2020-11-29,Chest pain,2019-20,1175.0,26.32
66,6-12 October,2020-11-29,Abnormalities of breathing,2017-18,321.0,7.24
66,6-12 October,2020-11-29,Abnormalities of breathing,2018-19,318.0,7.02
66,6-12 October,2020-11-29,Abnormalities of breathing,2019-20,402.0,8.81
66,6-12 October,2020-11-29,COPD with acute exacerbation,2017-18,63.0,1.26
66,6-12 October,2020-11-29,COPD with acute exacerbation,2018-19,104.0,2.12
66,6-12 October,2020-11-29,COPD with acute exacerbation,2019-20,102.0,1.93
67,13-19 October,2020-12-06,Diseases of the respiratory system,2017-18,1725.0,42.18
67,13-19 October,2020-12-06,Diseases of the respiratory system,2018-19,1991.0,47.79
67,13-19 October,2020-12-06,Diseases of the respiratory system,2019-20,2093.0,49.49
67,13-19 October,2020-12-06,Asthma,2017-18,180.0,4.73
67,13-19 October,2020-12-06,Asthma,2018-19,215.0,5.41
67,13-19 October,2020-12-06,Asthma,2019-20,198.0,4.92
67,13-19 October,2020-12-06,Cardiovascular diseases,2017-18,696.0,14.02
67,13-19 October,2020-12-06,Cardiovascular diseases,2018-19,653.0,12.96
67,13-19 October,2020-12-06,Cardiovascular diseases,2019-20,704.0,13.78
67,13-19 October,2020-12-06,Acute myocardial infarction,2017-18,51.0,1.03
67,13-19 October,2020-12-06,Acute myocardial infarction,2018-19,84.0,1.67
67,13-19 October,2020-12-06,Acute myocardial infarction,2019-20,91.0,1.75
67,13-19 October,2020-12-06,Cerebrovascular diseases,2017-18(x),50.0,0.96
67,13-19 October,2020-12-06,Cerebrovascular diseases,2018-19,141.0,2.69
67,13-19 October,2020-12-06,Cerebrovascular diseases,2019-20,157.0,2.95
67,13-19 October,2020-12-06,Mental and behavioural disorders,2017-18,911.0,23.53
67,13-19 October,2020-12-06,Mental and behavioural disorders,2018-19,904.0,22.74
67,13-19 October,2020-12-06,Mental and behavioural disorders,2019-20,901.0,22.55
67,13-19 October,2020-12-06,Dehydration,2017-18,54.0,1.23
67,13-19 October,2020-12-06,Dehydration,2018-19,45.0,1.08
67,13-19 October,2020-12-06,Dehydration,2019-20,58.0,1.33
67,13-19 October,2020-12-06,Chest pain,2017-18,1089.0,25.68
67,13-19 October,2020-12-06,Chest pain,2018-19,1193.0,27.58
67,13-19 October,2020-12-06,Chest pain,2019-20,1274.0,28.74
67,13-19 October,2020-12-06,Abnormalities of breathing,2017-18,301.0,7.02
67,13-19 October,2020-12-06,Abnormalities of breathing,2018-19,395.0,8.84
67,13-19 October,2020-12-06,Abnormalities of breathing,2019-20,384.0,8.31
67,13-19 October,2020-12-06,COPD with acute exacerbation,2017-18,36.0,0.72
67,13-19 October,2020-12-06,COPD with acute exacerbation,2018-19,72.0,1.43
67,13-19 October,2020-12-06,COPD with acute exacerbation,2019-20,105.0,1.98
68,20-26 October,2020-12-13,Diseases of the respiratory system,2017-18,1912.0,47.47
68,20-26 October,2020-12-13,Diseases of the respiratory system,2018-19,1943.0,47.12
68,20-26 October,2020-12-13,Diseases of the respiratory system,2019-20,2002.0,47.32
68,20-26 October,2020-12-13,Asthma,2017-18,278.0,7.37
68,20-26 October,2020-12-13,Asthma,2018-19,272.0,6.94
68,20-26 October,2020-12-13,Asthma,2019-20,221.0,5.46
68,20-26 October,2020-12-13,Cardiovascular diseases,2017-18,699.0,14.22
68,20-26 October,2020-12-13,Cardiovascular diseases,2018-19,657.0,12.81
68,20-26 October,2020-12-13,Cardiovascular diseases,2019-20,623.0,11.99
68,20-26 October,2020-12-13,Acute myocardial infarction,2017-18,73.0,1.44
68,20-26 October,2020-12-13,Acute myocardial infarction,2018-19,71.0,1.33
68,20-26 October,2020-12-13,Acute myocardial infarction,2019-20,75.0,1.37
68,20-26 October,2020-12-13,Cerebrovascular diseases,2017-18(x),62.0,1.21
68,20-26 October,2020-12-13,Cerebrovascular diseases,2018-19,156.0,2.9
68,20-26 October,2020-12-13,Cerebrovascular diseases,2019-20,114.0,2.13
68,20-26 October,2020-12-13,Mental and behavioural disorders,2017-18,873.0,22.62
68,20-26 October,2020-12-13,Mental and behavioural disorders,2018-19,965.0,24.49
68,20-26 October,2020-12-13,Mental and behavioural disorders,2019-20,876.0,22.09
68,20-26 October,2020-12-13,Dehydration,2017-18,58.0,1.32
68,20-26 October,2020-12-13,Dehydration,2018-19,48.0,1.1
68,20-26 October,2020-12-13,Dehydration,2019-20,59.0,1.31
68,20-26 October,2020-12-13,Chest pain,2017-18,1077.0,25.69
68,20-26 October,2020-12-13,Chest pain,2018-19,1112.0,25.54
68,20-26 October,2020-12-13,Chest pain,2019-20,1124.0,25.36
68,20-26 October,2020-12-13,Abnormalities of breathing,2017-18,344.0,8.15
68,20-26 October,2020-12-13,Abnormalities of breathing,2018-19,321.0,7.25
68,20-26 October,2020-12-13,Abnormalities of breathing,2019-20,360.0,7.93
68,20-26 October,2020-12-13,COPD with acute exacerbation,2017-18,41.0,0.82
68,20-26 October,2020-12-13,COPD with acute exacerbation,2018-19,90.0,1.75
68,20-26 October,2020-12-13,COPD with acute exacerbation,2019-20,90.0,1.69
69,27 October-2 November,2020-12-20,Diseases of the respiratory system,2017-18,1891.0,46.8
69,27 October-2 November,2020-12-20,Diseases of the respiratory system,2018-19,1910.0,46.59
69,27 October-2 November,2020-12-20,Diseases of the respiratory system,2019-20,2000.0,48.27
69,27 October-2 November,2020-12-20,Asthma,2017-18,259.0,6.87
69,27 October-2 November,2020-12-20,Asthma,2018-19,243.0,6.3
69,27 October-2 November,2020-12-20,Asthma,2019-20,274.0,7.05
69,27 October-2 November,2020-12-20,Cardiovascular diseases,2017-18,713.0,14.36
69,27 October-2 November,2020-12-20,Cardiovascular diseases,2018-19,615.0,12.1
69,27 October-2 November,2020-12-20,Cardiovascular diseases,2019-20,625.0,12.06
69,27 October-2 November,2020-12-20,Acute myocardial infarction,2017-18,53.0,1.1
69,27 October-2 November,2020-12-20,Acute myocardial infarction,2018-19,67.0,1.35
69,27 October-2 November,2020-12-20,Acute myocardial infarction,2019-20,79.0,1.53
69,27 October-2 November,2020-12-20,Cerebrovascular diseases,2017-18(x),58.0,1.12
69,27 October-2 November,2020-12-20,Cerebrovascular diseases,2018-19,128.0,2.51
69,27 October-2 November,2020-12-20,Cerebrovascular diseases,2019-20,118.0,2.07
69,27 October-2 November,2020-12-20,Mental and behavioural disorders,2017-18,866.0,22.26
69,27 October-2 November,2020-12-20,Mental and behavioural disorders,2018-19,945.0,24.35
69,27 October-2 November,2020-12-20,Mental and behavioural disorders,2019-20,913.0,23.14
69,27 October-2 November,2020-12-20,Dehydration,2017-18,61.0,1.37
69,27 October-2 November,2020-12-20,Dehydration,2018-19,78.0,1.77
69,27 October-2 November,2020-12-20,Dehydration,2019-20,62.0,1.33
69,27 October-2 November,2020-12-20,Chest pain,2017-18,1029.0,24.21
69,27 October-2 November,2020-12-20,Chest pain,2018-19,1056.0,24.55
69,27 October-2 November,2020-12-20,Chest pain,2019-20,1139.0,25.43
69,27 October-2 November,2020-12-20,Abnormalities of breathing,2017-18,320.0,7.5
69,27 October-2 November,2020-12-20,Abnormalities of breathing,2018-19,351.0,7.87
69,27 October-2 November,2020-12-20,Abnormalities of breathing,2019-20,313.0,6.86
69,27 October-2 November,2020-12-20,COPD with acute exacerbation,2017-18,51.0,0.97
69,27 October-2 November,2020-12-20,COPD with acute exacerbation,2018-19,86.0,1.67
69,27 October-2 November,2020-12-20,COPD with acute exacerbation,2019-20,92.0,1.72
70,3-9 November,2020-12-27,Diseases of the respiratory system,2017-18,1776.0,44.16
70,3-9 November,2020-12-27,Diseases of the respiratory system,2018-19,1971.0,47.81
70,3-9 November,2020-12-27,Diseases of the respiratory system,2019-20,2044.0,48.84
70,3-9 November,2020-12-27,Asthma,2017-18,244.0,6.37
70,3-9 November,2020-12-27,Asthma,2018-19,285.0,7.39
70,3-9 November,2020-12-27,Asthma,2019-20,301.0,7.7
70,3-9 November,2020-12-27,Cardiovascular diseases,2017-18,714.0,14.15
70,3-9 November,2020-12-27,Cardiovascular diseases,2018-19,656.0,12.91
70,3-9 November,2020-12-27,Cardiovascular diseases,2019-20,640.0,12.31
70,3-9 November,2020-12-27,Acute myocardial infarction,2017-18,58.0,1.13
70,3-9 November,2020-12-27,Acute myocardial infarction,2018-19,85.0,1.65
70,3-9 November,2020-12-27,Acute myocardial infarction,2019-20,70.0,1.29
70,3-9 November,2020-12-27,Cerebrovascular diseases,2017-18(x),62.0,1.23
70,3-9 November,2020-12-27,Cerebrovascular diseases,2018-19,107.0,2.06
70,3-9 November,2020-12-27,Cerebrovascular diseases,2019-20,134.0,2.49
70,3-9 November,2020-12-27,Mental and behavioural disorders,2017-18,890.0,22.92
70,3-9 November,2020-12-27,Mental and behavioural disorders,2018-19,959.0,24.45
70,3-9 November,2020-12-27,Mental and behavioural disorders,2019-20,918.0,22.94
70,3-9 November,2020-12-27,Dehydration,2017-18,75.0,1.69
70,3-9 November,2020-12-27,Dehydration,2018-19,98.0,2.2
70,3-9 November,2020-12-27,Dehydration,2019-20,63.0,1.39
70,3-9 November,2020-12-27,Chest pain,2017-18,1074.0,25.5
70,3-9 November,2020-12-27,Chest pain,2018-19,1189.0,27.94
70,3-9 November,2020-12-27,Chest pain,2019-20,1106.0,25.22
70,3-9 November,2020-12-27,Abnormalities of breathing,2017-18,280.0,6.56
70,3-9 November,2020-12-27,Abnormalities of breathing,2018-19,326.0,7.32
70,3-9 November,2020-12-27,Abnormalities of breathing,2019-20,353.0,7.73
70,3-9 November,2020-12-27,COPD with acute exacerbation,2017-18,41.0,0.83
70,3-9 November,2020-12-27,COPD with acute exacerbation,2018-19,95.0,1.83
70,3-9 November,2020-12-27,COPD with acute exacerbation,2019-20,104.0,2.01
71,10-16 November,2021-01-03,Diseases of the respiratory system,2017-18,1882.0,46.5
71,10-16 November,2021-01-03,Diseases of the respiratory system,2018-19,1853.0,44.65
71,10-16 November,2021-01-03,Diseases of the respiratory system,2019-20,2103.0,50.73
71,10-16 November,2021-01-03,Asthma,2017-18,262.0,6.89
71,10-16 November,2021-01-03,Asthma,2018-19,245.0,6.32
71,10-16 November,2021-01-03,Asthma,2019-20,349.0,8.89
71,10-16 November,2021-01-03,Cardiovascular diseases,2017-18,707.0,13.98
71,10-16 November,2021-01-03,Cardiovascular diseases,2018-19,632.0,12.52
71,10-16 November,2021-01-03,Cardiovascular diseases,2019-20,580.0,11.02
71,10-16 November,2021-01-03,Acute myocardial infarction,2017-18,55.0,1.12
71,10-16 November,2021-01-03,Acute myocardial infarction,2018-19,78.0,1.54
71,10-16 November,2021-01-03,Acute myocardial infarction,2019-20,85.0,1.59
71,10-16 November,2021-01-03,Cerebrovascular diseases,2017-18(x),74.0,1.54
71,10-16 November,2021-01-03,Cerebrovascular diseases,2018-19,138.0,2.64
71,10-16 November,2021-01-03,Cerebrovascular diseases,2019-20,131.0,2.45
71,10-16 November,2021-01-03,Mental and behavioural disorders,2017-18,885.0,22.73
71,10-16 November,2021-01-03,Mental and behavioural disorders,2018-19,920.0,23.31
71,10-16 November,2021-01-03,Mental and behavioural disorders,2019-20,861.0,21.66
71,10-16 November,2021-01-03,Dehydration,2017-18,65.0,1.53
71,10-16 November,2021-01-03,Dehydration,2018-19,72.0,1.59
71,10-16 November,2021-01-03,Dehydration,2019-20,65.0,1.55
71,10-16 November,2021-01-03,Chest pain,2017-18,1023.0,24.03
71,10-16 November,2021-01-03,Chest pain,2018-19,1147.0,26.43
71,10-16 November,2021-01-03,Chest pain,2019-20,1067.0,24.28
71,10-16 November,2021-01-03,Abnormalities of breathing,2017-18,330.0,7.58
71,10-16 November,2021-01-03,Abnormalities of breathing,2018-19,337.0,7.72
71,10-16 November,2021-01-03,Abnormalities of breathing,2019-20,401.0,8.91
71,10-16 November,2021-01-03,COPD with acute exacerbation,2017-18,48.0,0.98
71,10-16 November,2021-01-03,COPD with acute exacerbation,2018-19,88.0,1.72
71,10-16 November,2021-01-03,COPD with acute exacerbation,2019-20,105.0,2.02
72,17-23 November,2021-01-10,Diseases of the respiratory system,2017-18,1787.0,43.72
72,17-23 November,2021-01-10,Diseases of the respiratory system,2018-19,1854.0,44.89
72,17-23 November,2021-01-10,Diseases of the respiratory system,2019-20,2050.0,49.22
72,17-23 November,2021-01-10,Asthma,2017-18,201.0,5.23
